id,user_id,started_at,ended_at,created_at,site_type,cloud_cover,wind_intensity,shadow,temperature,notes,picture_id,duration,lat,lng,management_type,crop,site_name,bumble_bee,bumble_bee_amended,honeybee,honeybee_amended,large_dark_bee,large_dark_bee_amended,small_dark_bee,small_dark_bee_amended,greenbee,greenbee_amended,non_bee,non_bee_amended,picture_url
92162e77-e8ae-434b-b663-1cefa32c7e6c,3,2019-05-07T02:44:40Z,2019-05-07T02:45:51Z,2019-05-07T02:46:04Z,fruit-vegetable-field,sunny,steady-wind,NA,just-right,NA,1fd0a0f0-b0aa-4f44-bb0b-0c74d2f82007,59 seconds,43.09328529,-89.3417903,NA,NA,NA,2,NA,0,NA,1,NA,1,NA,0,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/1fd0a0f0-b0aa-4f44-bb0b-0c74d2f82007?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=bb6416a05f74312b42c577ca883e4f6243583f8ee920e454b50d4831716816ae&X-Amz-SignedHeaders=host
5bf15676-4f94-4aae-83ad-c1d15bace0a2,3,2019-05-07T03:11:45Z,2019-05-07T03:13:09Z,2019-05-07T03:13:15Z,road-field-edge,cloudy,gusty,TRUE,hot,I love notes.,e4d8cf6d-8702-4a03-87d0-b846866ecfa8,18 seconds 1 minutes,43.0935807028719,-89.3415549628453,NA,NA,NA,5,NA,3,NA,14,NA,1,NA,5,NA,4,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e4d8cf6d-8702-4a03-87d0-b846866ecfa8?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=edac7775272b5152de8d0810c356630a14de6453e3bfd2b9430ad56dbaada9f4&X-Amz-SignedHeaders=host
ec2a8f93-5e1a-44a4-98c2-c18d5658ba1a,2,2019-05-07T03:20:42Z,2019-05-07T03:21:06Z,2019-05-07T03:21:11Z,garden,sunny,no-wind,NA,just-right,NA,da3341ec-6464-43c7-ba7f-3d99a03bdd79,16 seconds,43.0933076,-89.3418129,NA,NA,NA,1,NA,8,NA,1,NA,1,NA,1,NA,8,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/da3341ec-6464-43c7-ba7f-3d99a03bdd79?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=3ade07a1820680c9f52c7c9d4cd8d5f5a48b36e492a5d6b9440f34d34fc54af5&X-Amz-SignedHeaders=host
b42e09b1-0ee5-4325-a2b3-48213df6def9,3,2019-05-07T02:59:21Z,2019-05-07T03:50:14Z,2019-05-07T12:36:43Z,fruit-vegetable-field,cloudy,gusty,TRUE,hot,NA,NA,5 minutes,43.0932899,-89.3418172,NA,NA,NA,18,NA,2,NA,2,NA,1,NA,1,NA,0,NA,NA
5f91ad61-2412-43a9-bb03-46fb14aefa4a,4,2019-05-07T15:25:18Z,2019-05-07T15:31:16Z,2019-05-07T15:33:36Z,garden,cloudy,no-wind,FALSE,just-right,indoors!  maybe there are some bees,c511830d-53c9-49fb-9c44-fe2cf8ce88e3,5 minutes,43.0736309011529,-89.4138920318877,NA,NA,NA,1,NA,2,NA,0,NA,0,NA,1,NA,0,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/c511830d-53c9-49fb-9c44-fe2cf8ce88e3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=b22efbcc39e44037a72d9c7f03b6d496b976baf1e0569716779a2a4efa56fedb&X-Amz-SignedHeaders=host
42733a68-8971-4b61-9ea0-d6b26a599821,5,2019-05-07T15:30:11Z,2019-05-07T15:35:12Z,2019-05-07T15:35:41Z,corn-soybeans-alfalfa,cloudy,gentle-breeze,TRUE,cool,inside,NA,5 minutes,43.073662292885,-89.4139041898588,NA,NA,NA,0,NA,8,NA,1,NA,2,NA,0,NA,3,NA,NA
b7279ff5-3015-4e8e-b087-744a2927e78b,6,2019-05-07T15:34:21Z,2019-05-07T15:39:24Z,2019-05-07T15:40:44Z,garden,sunny,gentle-breeze,NA,cool,testing indoors,5d5135c0-6d43-4e0e-b05e-c81df36c43ee,5 minutes,43.0736786,-89.4139916,NA,NA,NA,7,NA,6,NA,4,NA,4,NA,2,NA,3,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/5d5135c0-6d43-4e0e-b05e-c81df36c43ee?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=0059fedac744223cc2fbebadb6c838881b1955e0c207c084be9337f76252499e&X-Amz-SignedHeaders=host
96821cfa-0624-4e19-8411-77a083140b51,2,2019-05-10T03:05:49Z,2019-05-10T03:05:59Z,2019-05-10T03:06:03Z,fruit-vegetable-field,sunny,steady-wind,NA,hot,NA,220fb050-1a4b-4495-a495-9ba5922f0829,8 seconds,43.0935565639015,-89.3413003224903,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/220fb050-1a4b-4495-a495-9ba5922f0829?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=f3381ce26af96f199158482341e08c0dc33e385b64fcbe916efb828702c6c549&X-Amz-SignedHeaders=host
0c8c9dbf-fed6-418d-a5d3-d2ff99238d93,6,2019-05-10T14:04:29Z,2019-05-10T14:05:06Z,2019-05-10T14:10:54Z,garden,sunny,no-wind,NA,cool,NA,NA,33 seconds,43.0752685,-89.3804018,NA,NA,NA,3,NA,2,NA,2,NA,2,NA,4,NA,1,NA,NA
50f68154-4384-41da-a630-2f3f01857506,1,2019-05-12T03:14:47Z,2019-05-12T03:14:52Z,2019-05-12T03:15:29Z,prairie,sunny,steady-wind,NA,hot,NA,cf931109-b0cc-4fba-b476-9b8c5aecbafd,3 seconds,43.0775291,-89.3728886,NA,NA,NA,0,1,3,3,2,0,1,0,1,0,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/cf931109-b0cc-4fba-b476-9b8c5aecbafd?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=ad7e39739ddfd0f319b89070c48bb729bdd7ed09b900345a86b7c33d00406e16&X-Amz-SignedHeaders=host
7363b480-487f-4a46-a1a8-b89fdab91ef8,1,2019-05-12T03:26:15Z,2019-05-12T03:26:19Z,2019-06-21T00:24:36Z,fruit-vegetable-field,sunny,gusty,NA,just-right,NA,NA,2 seconds,43.0774669,-89.3729494,NA,NA,NA,0,NA,0,NA,0,NA,2,NA,3,NA,0,NA,NA
3bf80646-81c2-4778-8b21-f36a7d9f26ab,1,2019-05-12T03:51:01Z,2019-05-12T03:51:09Z,2019-05-12T03:52:44Z,garden,cloudy,gentle-breeze,TRUE,cool,NA,NA,0,43.0774808,-89.3728617,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,NA
863704b1-c8f2-4695-966f-917351679ff8,1,2019-05-12T03:57:32Z,2019-05-12T03:57:34Z,2019-05-12T03:57:40Z,garden,sunny,gentle-breeze,NA,just-right,NA,ad1d9dfe-2d9e-4233-a59d-96cc3397fc65,1 seconds,43.0774973,-89.3728764,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,3,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/ad1d9dfe-2d9e-4233-a59d-96cc3397fc65?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=d05094da2eb95ba824e8c7940b7e5e036de6d25c031a24976bcbc6d1c68115e3&X-Amz-SignedHeaders=host
cd0135c6-976f-459f-a75d-17b145d7c4e3,1,2019-05-13T02:34:38Z,2019-05-13T02:35:36Z,2019-05-13T02:35:57Z,prairie,cloudy,gentle-breeze,TRUE,cool,"Indoors'
Without bees",38faac88-5511-4ea0-95dc-cbe37b2d494c,55 seconds,43.0774936,-89.3728512,NA,NA,NA,6,5,0,0,0,0,0,0,1,0,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/38faac88-5511-4ea0-95dc-cbe37b2d494c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=45bbb5acc5300ef5c4a1ddbed1edb3fcf39e9b221f5461023b8ddace38fc81e0&X-Amz-SignedHeaders=host
41266411-7cec-4d64-a2d3-a85ded586227,7,2019-05-14T03:22:01Z,2019-05-14T03:22:36Z,2019-05-14T03:23:13Z,fruit-vegetable-field,cloudy,no-wind,TRUE,just-right,NA,50790a22-9d6a-4d9b-b850-02f930faa5cf,33 seconds,43.093476276957,-89.3416968218114,NA,NA,NA,3,NA,2,NA,1,NA,1,NA,0,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/50790a22-9d6a-4d9b-b850-02f930faa5cf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=d915f0f15f0bcea6c24882fe0b9b58c3eaa6fb5337592873cc397f8bc66fed31&X-Amz-SignedHeaders=host
669cd0fd-fee7-4b2a-b3b8-50c030082508,7,2019-05-14T03:37:05Z,2019-05-14T03:37:11Z,2019-05-14T03:37:14Z,corn-soybeans-alfalfa,cloudy,no-wind,TRUE,just-right,NA,09730100-cc8f-4e68-98c5-e0a1c85244e4,4 seconds,43.0935457499628,-89.3414743629335,NA,NA,NA,2,NA,1,NA,1,NA,2,NA,0,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/09730100-cc8f-4e68-98c5-e0a1c85244e4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=aac467aaab6de7507c3e00798d676c6b2a0b3924a08516a21a0ffb550f2544c9&X-Amz-SignedHeaders=host
e4e27ab8-f9e0-47e8-885c-03de70a734bd,1,2019-05-14T03:52:45Z,2019-05-14T03:52:52Z,2019-05-14T03:53:01Z,corn-soybeans-alfalfa,sunny,no-wind,NA,just-right,NA,eb348ffa-af36-475e-b5ba-1531b40ecabd,5 seconds,43.0933057,-89.3417975,NA,NA,NA,1,NA,1,NA,1,NA,2,NA,0,NA,0,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/eb348ffa-af36-475e-b5ba-1531b40ecabd?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=1920b66870d9022185189f9ce77fab839f034331a70b8fb21bf9513807f72673&X-Amz-SignedHeaders=host
071a7a53-f78f-45b8-b9b5-94532ade9658,1,2019-05-14T04:00:30Z,2019-05-14T04:00:52Z,2019-05-14T04:01:22Z,orchard,sunny,no-wind,NA,just-right,NA,07f96597-9123-46af-b684-aafc55375fe8,20 seconds,43.0933105,-89.3417905,NA,NA,NA,1,NA,1,NA,3,NA,3,NA,4,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/07f96597-9123-46af-b684-aafc55375fe8?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=ab3213b9323cb5a5b59a838e83b2af31b7268b9c1f50a8d8fa0e5501dc1dfeb2&X-Amz-SignedHeaders=host
17f99137-08dc-4712-a41b-9ce731335ee1,2,2019-05-14T04:05:03Z,2019-05-14T04:05:13Z,2019-05-14T04:05:34Z,garden,sunny,gentle-breeze,NA,hot,NA,e9fe4f1c-6668-4323-96bf-c936b4b43d39,9 seconds,43.093278,-89.3418132,NA,NA,NA,1,6,1,0,2,0,3,0,1,0,0,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e9fe4f1c-6668-4323-96bf-c936b4b43d39?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=5fea2c16423cbf9efce87d7258a51d0116ebad9c9e842974d31f129e47b010c1&X-Amz-SignedHeaders=host
643f8f79-7419-4ee1-9ed0-45ab22891cb6,4,2019-05-14T19:33:24Z,2019-05-14T19:38:24Z,2019-05-14T19:39:13Z,garden,sunny,gentle-breeze,NA,just-right,NA,3760a2a1-6853-4362-abfe-605a7cb1da3d,5 minutes,43.0325188,-88.3340011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/3760a2a1-6853-4362-abfe-605a7cb1da3d?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=9e3e41e8ce5550ee50c637f0db92d5a0ecfda1c0818b387c15c9ce52b2a2cc29&X-Amz-SignedHeaders=host
d46e717b-8891-4796-a312-2f5bc29842e9,5,2019-05-14T19:35:23Z,2019-05-14T19:43:29Z,2019-05-14T19:43:40Z,garden,sunny,no-wind,NA,just-right,NA,e4c87752-2c21-4381-8437-4970efa1851f,5 minutes,43.0325188,-88.3340011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e4c87752-2c21-4381-8437-4970efa1851f?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=dbce26c5aefe15ab4776b05d11fe837560cfd804ff71dfe1f67e6b97d3fe5fa6&X-Amz-SignedHeaders=host
b6b7726d-2be5-4139-a0e2-a75d4c29c9f4,2,2019-05-18T23:12:20Z,2019-05-18T23:12:28Z,2019-06-04T15:11:30Z,garden,cloudy,steady-wind,TRUE,cool,NA,1afc72f7-c9bc-49e8-af59-217c30d5a240,6 seconds,42.7720848,-89.6583553,NA,NA,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/1afc72f7-c9bc-49e8-af59-217c30d5a240?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=78ecd986b5687772195f1b7fa481f693ee4eb279c0b2f1563f9422c86470e7b7&X-Amz-SignedHeaders=host
260df5f2-577b-44a6-b7ae-3455eec1adb0,6,2019-05-22T16:50:55Z,2019-05-22T16:55:55Z,2019-05-22T17:00:50Z,orchard,sunny,gentle-breeze,NA,just-right,NA,c21944de-ae3a-4e64-a85e-582210430a58,5 minutes,42.56343041,-88.33152966,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/c21944de-ae3a-4e64-a85e-582210430a58?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=bf503a31f71f07782a9442cf8e4bd0b88ed5db688b9d049fd9b9863644d674bd&X-Amz-SignedHeaders=host
732c8cdf-44a8-4d52-8d19-ad86995a0d37,6,2019-05-22T19:19:16Z,2019-05-22T19:24:16Z,2019-05-23T14:31:09Z,orchard,sunny,gusty,NA,just-right,NA,e8249d51-777e-4409-99fb-420565166b39,5 minutes,43.02524503,-89.22371672,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e8249d51-777e-4409-99fb-420565166b39?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=e666522318a1dec634581f77ef97646ceb33f2ef7f706f81076e10cd4eb7a37d&X-Amz-SignedHeaders=host
9743ce84-47f7-4c06-b5cc-b0e530931d80,1,2019-07-16T02:22:46Z,2019-07-16T02:24:11Z,2019-07-16T02:24:20Z,orchard,sunny,gentle-breeze,NA,just-right,NA,NA,8 seconds 1 minutes,43.077478,-89.3728959,conventional,NA,NA,3,NA,2,NA,0,NA,1,NA,1,NA,0,NA,NA
32ac4fdd-ce8f-4322-a2df-b2ef5c730cac,1,2019-07-23T01:12:43Z,2019-07-23T01:16:36Z,2019-07-23T01:17:50Z,corn-soybeans-alfalfa,rainy,steady-wind,TRUE,just-right,NA,1a7a045a-6d82-4ced-b44b-05afe7f39709,36 seconds 3 minutes,43.0933149,-89.341776,organic,NA,NA,1,0,1,0,3,0,1,0,0,4,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/1a7a045a-6d82-4ced-b44b-05afe7f39709?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=fea08280761b4d2e00e1207074ac0063bf16e077e118384e4fc28cebd869a394&X-Amz-SignedHeaders=host
8aa1a825-0971-4109-9fbd-096d33d187ae,1,2019-07-23T01:22:49Z,2019-07-23T01:22:55Z,2019-07-23T01:23:02Z,road-field-edge,sunny,gusty,NA,cool,NA,17fbdb25-2aef-4e81-a1ba-1302aea0746a,5 seconds,43.0933146,-89.3417803,conventional,NA,NA,5,NA,1,NA,2,NA,2,NA,2,NA,4,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/17fbdb25-2aef-4e81-a1ba-1302aea0746a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=765c5418987e7eac737f67caa9ad168f296b937c273c71cd8c191b3f7af989c8&X-Amz-SignedHeaders=host
32d49043-d57a-4503-b1a5-8d90e29bb6e8,10,2019-07-24T21:01:11Z,2019-07-24T21:01:32Z,2019-07-24T21:02:56Z,fruit-vegetable-field,sunny,gentle-breeze,NA,just-right,"beat testing ever
",bafd2492-5c40-46ef-8e0a-3e1d6008f7b5,15 seconds,43.032925,-88.333892,organic,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/bafd2492-5c40-46ef-8e0a-3e1d6008f7b5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200703%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200703T194640Z&X-Amz-Expires=604800&X-Amz-Signature=84e6320e6d9464b7fcf19307e77a87eb14bae32e766f0111e841c34b11593e80&X-Amz-SignedHeaders=host
