id,user_id,started_at,ended_at,created_at,site_type,cloud_cover,wind_intensity,shadow,temperature,notes,picture_id,duration,lat,lng,management_type,crop,site_name,bumble_bee,bumble_bee_amended,honeybee,honeybee_amended,large_dark_bee,large_dark_bee_amended,small_dark_bee,small_dark_bee_amended,greenbee,greenbee_amended,non_bee,non_bee_amended,picture_url
92162e77-e8ae-434b-b663-1cefa32c7e6c,3,2019-05-07T02:44:40Z,2019-05-07T02:45:51Z,2019-05-07T02:46:04Z,fruit-vegetable-field,sunny,steady-wind,NA,just-right,NA,1fd0a0f0-b0aa-4f44-bb0b-0c74d2f82007,59 seconds,43.09328529,-89.3417903,NA,NA,NA,2,NA,0,NA,1,NA,1,NA,0,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/1fd0a0f0-b0aa-4f44-bb0b-0c74d2f82007?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=6550a78e84b9d8a8ac3e932778ccea88a5d030a1f5a5f2e0943d95cd12a0c6b4&X-Amz-SignedHeaders=host
5bf15676-4f94-4aae-83ad-c1d15bace0a2,3,2019-05-07T03:11:45Z,2019-05-07T03:13:09Z,2019-05-07T03:13:15Z,road-field-edge,cloudy,gusty,TRUE,hot,I love notes.,e4d8cf6d-8702-4a03-87d0-b846866ecfa8,18 seconds 1 minutes,43.0935807028719,-89.3415549628453,NA,NA,NA,5,NA,3,NA,14,NA,1,NA,5,NA,4,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e4d8cf6d-8702-4a03-87d0-b846866ecfa8?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=bd9944661a551d9abd93adcd290982e4688d71eeef963488160a2c7e801ae49e&X-Amz-SignedHeaders=host
ec2a8f93-5e1a-44a4-98c2-c18d5658ba1a,2,2019-05-07T03:20:42Z,2019-05-07T03:21:06Z,2019-05-07T03:21:11Z,garden,sunny,no-wind,NA,just-right,NA,da3341ec-6464-43c7-ba7f-3d99a03bdd79,16 seconds,43.0933076,-89.3418129,NA,NA,NA,1,NA,8,NA,1,NA,1,NA,1,NA,8,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/da3341ec-6464-43c7-ba7f-3d99a03bdd79?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=8121a84aa3eeeba5eb841ce88d7b0ac0a219bf076545addc6741a8daf12b1380&X-Amz-SignedHeaders=host
b42e09b1-0ee5-4325-a2b3-48213df6def9,3,2019-05-07T02:59:21Z,2019-05-07T03:50:14Z,2019-05-07T12:36:43Z,fruit-vegetable-field,cloudy,gusty,TRUE,hot,NA,NA,5 minutes,43.0932899,-89.3418172,NA,NA,NA,18,NA,2,NA,2,NA,1,NA,1,NA,0,NA,NA
5f91ad61-2412-43a9-bb03-46fb14aefa4a,4,2019-05-07T15:25:18Z,2019-05-07T15:31:16Z,2019-05-07T15:33:36Z,garden,cloudy,no-wind,FALSE,just-right,indoors!  maybe there are some bees,c511830d-53c9-49fb-9c44-fe2cf8ce88e3,5 minutes,43.0736309011529,-89.4138920318877,NA,NA,NA,1,NA,2,NA,0,NA,0,NA,1,NA,0,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/c511830d-53c9-49fb-9c44-fe2cf8ce88e3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=a8a2d7be7cc78273a2db2af690bfe198d6e9c7fb546cfec86ac7f3420b08e138&X-Amz-SignedHeaders=host
42733a68-8971-4b61-9ea0-d6b26a599821,5,2019-05-07T15:30:11Z,2019-05-07T15:35:12Z,2019-05-07T15:35:41Z,corn-soybeans-alfalfa,cloudy,gentle-breeze,TRUE,cool,inside,NA,5 minutes,43.073662292885,-89.4139041898588,NA,NA,NA,0,NA,8,NA,1,NA,2,NA,0,NA,3,NA,NA
b7279ff5-3015-4e8e-b087-744a2927e78b,6,2019-05-07T15:34:21Z,2019-05-07T15:39:24Z,2019-05-07T15:40:44Z,garden,sunny,gentle-breeze,NA,cool,testing indoors,5d5135c0-6d43-4e0e-b05e-c81df36c43ee,5 minutes,43.0736786,-89.4139916,NA,NA,NA,7,NA,6,NA,4,NA,4,NA,2,NA,3,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/5d5135c0-6d43-4e0e-b05e-c81df36c43ee?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=9a30d5f7052571fec035d09aff82f4fb13590bfed8cc3e8ff6222b09ac98c0ed&X-Amz-SignedHeaders=host
96821cfa-0624-4e19-8411-77a083140b51,2,2019-05-10T03:05:49Z,2019-05-10T03:05:59Z,2019-05-10T03:06:03Z,fruit-vegetable-field,sunny,steady-wind,NA,hot,NA,220fb050-1a4b-4495-a495-9ba5922f0829,8 seconds,43.0935565639015,-89.3413003224903,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,3,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/220fb050-1a4b-4495-a495-9ba5922f0829?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=0b16c5b4ce68996a8b77d364be3641841af130efbc5234f589a3abf53415ad29&X-Amz-SignedHeaders=host
0c8c9dbf-fed6-418d-a5d3-d2ff99238d93,6,2019-05-10T14:04:29Z,2019-05-10T14:05:06Z,2019-05-10T14:10:54Z,garden,sunny,no-wind,NA,cool,NA,NA,33 seconds,43.0752685,-89.3804018,NA,NA,NA,3,NA,2,NA,2,NA,2,NA,4,NA,1,NA,NA
50f68154-4384-41da-a630-2f3f01857506,1,2019-05-12T03:14:47Z,2019-05-12T03:14:52Z,2019-05-12T03:15:29Z,prairie,sunny,steady-wind,NA,hot,NA,cf931109-b0cc-4fba-b476-9b8c5aecbafd,3 seconds,43.0775291,-89.3728886,NA,NA,NA,0,1,3,3,2,0,1,0,1,0,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/cf931109-b0cc-4fba-b476-9b8c5aecbafd?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=3ec50865e94bbb5cb621093a8b87b527dc33602e53a2df64db94d143fe9aaf9b&X-Amz-SignedHeaders=host
7363b480-487f-4a46-a1a8-b89fdab91ef8,1,2019-05-12T03:26:15Z,2019-05-12T03:26:19Z,2019-06-21T00:24:36Z,fruit-vegetable-field,sunny,gusty,NA,just-right,NA,NA,2 seconds,43.0774669,-89.3729494,NA,NA,NA,0,NA,0,NA,0,NA,2,NA,3,NA,0,NA,NA
3bf80646-81c2-4778-8b21-f36a7d9f26ab,1,2019-05-12T03:51:01Z,2019-05-12T03:51:09Z,2019-05-12T03:52:44Z,garden,cloudy,gentle-breeze,TRUE,cool,NA,NA,0,43.0774808,-89.3728617,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,2,NA,0,NA,NA
863704b1-c8f2-4695-966f-917351679ff8,1,2019-05-12T03:57:32Z,2019-05-12T03:57:34Z,2019-05-12T03:57:40Z,garden,sunny,gentle-breeze,NA,just-right,NA,ad1d9dfe-2d9e-4233-a59d-96cc3397fc65,1 seconds,43.0774973,-89.3728764,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,3,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/ad1d9dfe-2d9e-4233-a59d-96cc3397fc65?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=33841943c97fe5006012aa1e10382d1f5223adcf6a3930ad461017d99deccff6&X-Amz-SignedHeaders=host
cd0135c6-976f-459f-a75d-17b145d7c4e3,1,2019-05-13T02:34:38Z,2019-05-13T02:35:36Z,2019-05-13T02:35:57Z,prairie,cloudy,gentle-breeze,TRUE,cool,"Indoors'
Without bees",38faac88-5511-4ea0-95dc-cbe37b2d494c,55 seconds,43.0774936,-89.3728512,NA,NA,NA,6,5,0,0,0,0,0,0,1,0,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/38faac88-5511-4ea0-95dc-cbe37b2d494c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=ed301f220dcffbe8e4f96df5dbd0198720038f09768a0e062e86345cf8e630cf&X-Amz-SignedHeaders=host
41266411-7cec-4d64-a2d3-a85ded586227,7,2019-05-14T03:22:01Z,2019-05-14T03:22:36Z,2019-05-14T03:23:13Z,fruit-vegetable-field,cloudy,no-wind,TRUE,just-right,NA,50790a22-9d6a-4d9b-b850-02f930faa5cf,33 seconds,43.093476276957,-89.3416968218114,NA,NA,NA,3,NA,2,NA,1,NA,1,NA,0,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/50790a22-9d6a-4d9b-b850-02f930faa5cf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=6c2e4b0e9ec4ea3d313407ebfc2b389fa2a96691f45b015cfcffe82297e01be7&X-Amz-SignedHeaders=host
669cd0fd-fee7-4b2a-b3b8-50c030082508,7,2019-05-14T03:37:05Z,2019-05-14T03:37:11Z,2019-05-14T03:37:14Z,corn-soybeans-alfalfa,cloudy,no-wind,TRUE,just-right,NA,09730100-cc8f-4e68-98c5-e0a1c85244e4,4 seconds,43.0935457499628,-89.3414743629335,NA,NA,NA,2,NA,1,NA,1,NA,2,NA,0,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/09730100-cc8f-4e68-98c5-e0a1c85244e4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=f1fb5c5974d803d396125d8174e0e76e7eb955b7e1ec51aa266ecc10c6d6ee1f&X-Amz-SignedHeaders=host
e4e27ab8-f9e0-47e8-885c-03de70a734bd,1,2019-05-14T03:52:45Z,2019-05-14T03:52:52Z,2019-05-14T03:53:01Z,corn-soybeans-alfalfa,sunny,no-wind,NA,just-right,NA,eb348ffa-af36-475e-b5ba-1531b40ecabd,5 seconds,43.0933057,-89.3417975,NA,NA,NA,1,NA,1,NA,1,NA,2,NA,0,NA,0,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/eb348ffa-af36-475e-b5ba-1531b40ecabd?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=af98ff2fe08fb9325df8d95218afc04743a9550ec488f934a1747cecfb2630df&X-Amz-SignedHeaders=host
071a7a53-f78f-45b8-b9b5-94532ade9658,1,2019-05-14T04:00:30Z,2019-05-14T04:00:52Z,2019-05-14T04:01:22Z,orchard,sunny,no-wind,NA,just-right,NA,07f96597-9123-46af-b684-aafc55375fe8,20 seconds,43.0933105,-89.3417905,NA,NA,NA,1,NA,1,NA,3,NA,3,NA,4,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/07f96597-9123-46af-b684-aafc55375fe8?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=b456dc1e19dad27922882aec28626c0e4a6540fbc4b2c7e26740a97bbbca29d3&X-Amz-SignedHeaders=host
17f99137-08dc-4712-a41b-9ce731335ee1,2,2019-05-14T04:05:03Z,2019-05-14T04:05:13Z,2019-05-14T04:05:34Z,garden,sunny,gentle-breeze,NA,hot,NA,e9fe4f1c-6668-4323-96bf-c936b4b43d39,9 seconds,43.093278,-89.3418132,NA,NA,NA,1,6,1,0,2,0,3,0,1,0,0,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e9fe4f1c-6668-4323-96bf-c936b4b43d39?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=9cda9ddfbfe250d92a5e2b54637162183bc047582ba0f5cadac4387c28287580&X-Amz-SignedHeaders=host
643f8f79-7419-4ee1-9ed0-45ab22891cb6,4,2019-05-14T19:33:24Z,2019-05-14T19:38:24Z,2019-05-14T19:39:13Z,garden,sunny,gentle-breeze,NA,just-right,NA,3760a2a1-6853-4362-abfe-605a7cb1da3d,5 minutes,43.0325188,-88.3340011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/3760a2a1-6853-4362-abfe-605a7cb1da3d?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=8462cf05b825dd194864a58dc353a15922126b19d9764a9f325444cdb05886ab&X-Amz-SignedHeaders=host
d46e717b-8891-4796-a312-2f5bc29842e9,5,2019-05-14T19:35:23Z,2019-05-14T19:43:29Z,2019-05-14T19:43:40Z,garden,sunny,no-wind,NA,just-right,NA,e4c87752-2c21-4381-8437-4970efa1851f,5 minutes,43.0325188,-88.3340011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e4c87752-2c21-4381-8437-4970efa1851f?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=fd49784a5ba1914ebb49e23c58071e44d9165526265a9fbdfa14368d0c26c648&X-Amz-SignedHeaders=host
b6b7726d-2be5-4139-a0e2-a75d4c29c9f4,2,2019-05-18T23:12:20Z,2019-05-18T23:12:28Z,2019-06-04T15:11:30Z,garden,cloudy,steady-wind,TRUE,cool,NA,1afc72f7-c9bc-49e8-af59-217c30d5a240,6 seconds,42.7720848,-89.6583553,NA,NA,NA,2,NA,3,NA,3,NA,2,NA,1,NA,1,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/1afc72f7-c9bc-49e8-af59-217c30d5a240?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=c95ccc94bd725f5a43c30b200038fcfded505d909ec5694a983c130dca08d992&X-Amz-SignedHeaders=host
260df5f2-577b-44a6-b7ae-3455eec1adb0,6,2019-05-22T16:50:55Z,2019-05-22T16:55:55Z,2019-05-22T17:00:50Z,orchard,sunny,gentle-breeze,NA,just-right,NA,c21944de-ae3a-4e64-a85e-582210430a58,5 minutes,42.56343041,-88.33152966,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/c21944de-ae3a-4e64-a85e-582210430a58?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=3f4663a448414c4405dceb5972ec5107ed1b09300353faa808537e96f1715398&X-Amz-SignedHeaders=host
732c8cdf-44a8-4d52-8d19-ad86995a0d37,6,2019-05-22T19:19:16Z,2019-05-22T19:24:16Z,2019-05-23T14:31:09Z,orchard,sunny,gusty,NA,just-right,NA,e8249d51-777e-4409-99fb-420565166b39,5 minutes,43.02524503,-89.22371672,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/e8249d51-777e-4409-99fb-420565166b39?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=276b74e065d4bdb5780228e69868c31f9b007ece9b7529178434f4fface8c796&X-Amz-SignedHeaders=host
9743ce84-47f7-4c06-b5cc-b0e530931d80,1,2019-07-16T02:22:46Z,2019-07-16T02:24:11Z,2019-07-16T02:24:20Z,orchard,sunny,gentle-breeze,NA,just-right,NA,NA,8 seconds 1 minutes,43.077478,-89.3728959,conventional,NA,NA,3,NA,2,NA,0,NA,1,NA,1,NA,0,NA,NA
32ac4fdd-ce8f-4322-a2df-b2ef5c730cac,1,2019-07-23T01:12:43Z,2019-07-23T01:16:36Z,2019-07-23T01:17:50Z,corn-soybeans-alfalfa,rainy,steady-wind,TRUE,just-right,NA,1a7a045a-6d82-4ced-b44b-05afe7f39709,36 seconds 3 minutes,43.0933149,-89.341776,organic,NA,NA,1,0,1,0,3,0,1,0,0,4,1,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/1a7a045a-6d82-4ced-b44b-05afe7f39709?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=3c46441687dedcc109418196206d70dd34b0d8a38e88f1eff1cfc76e7a0dfa3d&X-Amz-SignedHeaders=host
8aa1a825-0971-4109-9fbd-096d33d187ae,1,2019-07-23T01:22:49Z,2019-07-23T01:22:55Z,2019-07-23T01:23:02Z,road-field-edge,sunny,gusty,NA,cool,NA,17fbdb25-2aef-4e81-a1ba-1302aea0746a,5 seconds,43.0933146,-89.3417803,conventional,NA,NA,5,NA,1,NA,2,NA,2,NA,2,NA,4,NA,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/17fbdb25-2aef-4e81-a1ba-1302aea0746a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=3133de1d3689a1f0df1f6225a5597c80df7f4d34a463e2c0ff44df75ae0b9e37&X-Amz-SignedHeaders=host
32d49043-d57a-4503-b1a5-8d90e29bb6e8,10,2019-07-24T21:01:11Z,2019-07-24T21:01:32Z,2019-07-24T21:02:56Z,fruit-vegetable-field,sunny,gentle-breeze,NA,just-right,"beat testing ever
",bafd2492-5c40-46ef-8e0a-3e1d6008f7b5,15 seconds,43.032925,-88.333892,organic,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/bafd2492-5c40-46ef-8e0a-3e1d6008f7b5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200629%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200629T181539Z&X-Amz-Expires=604800&X-Amz-Signature=87c54747cb0c769a00ecadd23591568cc442c13345ca1ea738218581a6c185ea&X-Amz-SignedHeaders=host
